valid_start,value,lat,long,ele
1464044400,24.2,-16.8736,145.7458,2.22
1464048000,24.9,-16.8736,145.7458,2.22
1464051600,25.5,-16.8736,145.7458,2.22
1464055200,25.9,-16.8736,145.7458,2.22
1464058800,25.1,-16.8736,145.7458,2.22
1464062400,25.5,-16.8736,145.7458,2.22
1464066000,24.6,-16.8736,145.7458,2.22
1464069600,25.1,-16.8736,145.7458,2.22
1464073200,24.7,-16.8736,145.7458,2.22
1464076800,24.3,-16.8736,145.7458,2.22
1464080400,23.5,-16.8736,145.7458,2.22
1464084000,23.7,-16.8736,145.7458,2.22
1464087600,24.1,-16.8736,145.7458,2.22
1464091200,23.4,-16.8736,145.7458,2.22
1464094800,23.3,-16.8736,145.7458,2.22
1464012000,17.0,-27.4808,153.0389,8.13
1464015600,16.0,-27.4808,153.0389,8.13
1464019200,16.6,-27.4808,153.0389,8.13
1464022800,16.7,-27.4808,153.0389,8.13
1464026400,16.4,-27.4808,153.0389,8.13
1464030000,16.1,-27.4808,153.0389,8.13
1464033600,15.9,-27.4808,153.0389,8.13
1464037200,16.5,-27.4808,153.0389,8.13
1464040800,19.3,-27.4808,153.0389,8.13
1464044400,22.6,-27.4808,153.0389,8.13
1464048000,24.2,-27.4808,153.0389,8.13
1464051600,25.2,-27.4808,153.0389,8.13
1464055200,25.8,-27.4808,153.0389,8.13
1464058800,26.5,-27.4808,153.0389,8.13
1464062400,26.1,-27.4808,153.0389,8.13
1464066000,25.4,-27.4808,153.0389,8.13
1464069600,23.7,-27.4808,153.0389,8.13
1464073200,21.7,-27.4808,153.0389,8.13
1464076800,19.6,-27.4808,153.0389,8.13
1464080400,18.0,-27.4808,153.0389,8.13
1464084000,16.2,-27.4808,153.0389,8.13
1464087600,15.1,-27.4808,153.0389,8.13
1464091200,13.8,-27.4808,153.0389,8.13
1464094800,12.8,-27.4808,153.0389,8.13
1464012000,8.5,-42.8897,147.3278,50.5
1464015600,8.2,-42.8897,147.3278,50.5
1464019200,8.5,-42.8897,147.3278,50.5
1464022800,8.2,-42.8897,147.3278,50.5
1464026400,8.4,-42.8897,147.3278,50.5
1464030000,7.9,-42.8897,147.3278,50.5
1464033600,7.2,-42.8897,147.3278,50.5
1464037200,8.3,-42.8897,147.3278,50.5
1464040800,8.8,-42.8897,147.3278,50.5
1464044400,10.0,-42.8897,147.3278,50.5
1464048000,10.7,-42.8897,147.3278,50.5
1464051600,10.5,-42.8897,147.3278,50.5
1464055200,8.7,-42.8897,147.3278,50.5
1464058800,11.3,-42.8897,147.3278,50.5
1464062400,11.5,-42.8897,147.3278,50.5
1464066000,10.9,-42.8897,147.3278,50.5
1464069600,9.7,-42.8897,147.3278,50.5
1464073200,8.6,-42.8897,147.3278,50.5
1464076800,7.8,-42.8897,147.3278,50.5
1464080400,7.1,-42.8897,147.3278,50.5
1464084000,7.8,-42.8897,147.3278,50.5
1464087600,6.4,-42.8897,147.3278,50.5
1464091200,6.8,-42.8897,147.3278,50.5
1464094800,6.8,-42.8897,147.3278,50.5
1464105600,22.1,-23.4169,119.7989,524.0
1464109200,20.2,-23.4169,119.7989,524.0
1464112800,18.2,-23.4169,119.7989,524.0
1464116400,17.5,-23.4169,119.7989,524.0
1464120000,16.4,-23.4169,119.7989,524.0
1464123600,16.0,-23.4169,119.7989,524.0
1464127200,15.1,-23.4169,119.7989,524.0
1464130800,17.1,-23.4169,119.7989,524.0
1464134400,21.4,-23.4169,119.7989,524.0
1464138000,23.9,-23.4169,119.7989,524.0
1464141600,25.8,-23.4169,119.7989,524.0
1464145200,28.3,-23.4169,119.7989,524.0
1464148800,29.7,-23.4169,119.7989,524.0
1464152400,30.6,-23.4169,119.7989,524.0
1464156000,31.2,-23.4169,119.7989,524.0
1464159600,31.6,-23.4169,119.7989,524.0
1464163200,31.7,-23.4169,119.7989,524.0
1464166800,29.8,-23.4169,119.7989,524.0
1464170400,27.2,-23.4169,119.7989,524.0
1464174000,25.6,-23.4169,119.7989,524.0
1464177600,23.3,-23.4169,119.7989,524.0
1464181200,22.4,-23.4169,119.7989,524.0
1464184800,20.0,-23.4169,119.7989,524.0
1464188400,18.8,-23.4169,119.7989,524.0
1464105600,12.5,-31.9192,115.8728,24.9
1464109200,11.8,-31.9192,115.8728,24.9
1464112800,11.6,-31.9192,115.8728,24.9
1464116400,11.5,-31.9192,115.8728,24.9
1464120000,11.5,-31.9192,115.8728,24.9
1464123600,10.7,-31.9192,115.8728,24.9
1464127200,10.3,-31.9192,115.8728,24.9
1464130800,10.6,-31.9192,115.8728,24.9
1464134400,11.6,-31.9192,115.8728,24.9
1464138000,13.0,-31.9192,115.8728,24.9
1464141600,15.3,-31.9192,115.8728,24.9
1464145200,18.1,-31.9192,115.8728,24.9
1464148800,18.3,-31.9192,115.8728,24.9
1464152400,18.2,-31.9192,115.8728,24.9
1464156000,18.1,-31.9192,115.8728,24.9
1464159600,18.4,-31.9192,115.8728,24.9
1464163200,17.9,-31.9192,115.8728,24.9
1464166800,15.8,-31.9192,115.8728,24.9
1464170400,15.3,-31.9192,115.8728,24.9
1464174000,14.4,-31.9192,115.8728,24.9
1464177600,13.8,-31.9192,115.8728,24.9
1464181200,13.8,-31.9192,115.8728,24.9
1464184800,13.5,-31.9192,115.8728,24.9
1464188400,13.1,-31.9192,115.8728,24.9
1464098400,26.5,-12.4239,130.8925,30.4
1464102000,26.2,-12.4239,130.8925,30.4
1464105600,25.7,-12.4239,130.8925,30.4
1464109200,25.5,-12.4239,130.8925,30.4
1464112800,26.8,-12.4239,130.8925,30.4
1464116400,26.4,-12.4239,130.8925,30.4
1464120000,25.8,-12.4239,130.8925,30.4
1464123600,25.0,-12.4239,130.8925,30.4
1464127200,24.8,-12.4239,130.8925,30.4
1464130800,27.2,-12.4239,130.8925,30.4
1464134400,28.9,-12.4239,130.8925,30.4
1464138000,29.6,-12.4239,130.8925,30.4
1464141600,31.4,-12.4239,130.8925,30.4
1464145200,30.5,-12.4239,130.8925,30.4
1464148800,31.3,-12.4239,130.8925,30.4
1464152400,32.1,-12.4239,130.8925,30.4
1464156000,31.7,-12.4239,130.8925,30.4
1464159600,31.1,-12.4239,130.8925,30.4
1464163200,30.8,-12.4239,130.8925,30.4
1464166800,29.7,-12.4239,130.8925,30.4
1464170400,29.1,-12.4239,130.8925,30.4
1464174000,28.3,-12.4239,130.8925,30.4
1464177600,28.1,-12.4239,130.8925,30.4
1464181200,27.2,-12.4239,130.8925,30.4
1464184800,26.7,-12.4239,130.8925,30.4
1464098400,15.5,-23.7951,133.889,546.0
1464102000,15.5,-23.7951,133.889,546.0
1464105600,17.1,-23.7951,133.889,546.0
1464109200,14.2,-23.7951,133.889,546.0
1464112800,13.2,-23.7951,133.889,546.0
1464116400,11.6,-23.7951,133.889,546.0
1464120000,12.4,-23.7951,133.889,546.0
1464123600,12.9,-23.7951,133.889,546.0
1464127200,17.6,-23.7951,133.889,546.0
1464130800,20.6,-23.7951,133.889,546.0
1464134400,22.7,-23.7951,133.889,546.0
1464138000,24.7,-23.7951,133.889,546.0
1464141600,26.9,-23.7951,133.889,546.0
1464145200,27.2,-23.7951,133.889,546.0
1464148800,28.8,-23.7951,133.889,546.0
1464152400,29.2,-23.7951,133.889,546.0
1464156000,29.0,-23.7951,133.889,546.0
1464159600,28.8,-23.7951,133.889,546.0
1464163200,27.4,-23.7951,133.889,546.0
1464166800,24.4,-23.7951,133.889,546.0
1464170400,21.9,-23.7951,133.889,546.0
1464174000,21.5,-23.7951,133.889,546.0
1464177600,20.5,-23.7951,133.889,546.0
1464181200,20.6,-23.7951,133.889,546.0
1464184800,20.0,-23.7951,133.889,546.0
1464098400,22.6,-16.8736,145.7458,2.22
1464102000,23.0,-16.8736,145.7458,2.22
1464105600,23.2,-16.8736,145.7458,2.22
1464109200,23.3,-16.8736,145.7458,2.22
1464112800,23.6,-16.8736,145.7458,2.22
1464116400,22.3,-16.8736,145.7458,2.22
1464120000,22.5,-16.8736,145.7458,2.22
1464123600,22.5,-16.8736,145.7458,2.22
1464127200,23.5,-16.8736,145.7458,2.22
1464130800,23.9,-16.8736,145.7458,2.22
1464134400,24.5,-16.8736,145.7458,2.22
1464138000,25.7,-16.8736,145.7458,2.22
1464141600,27.5,-16.8736,145.7458,2.22
1464145200,28.2,-16.8736,145.7458,2.22
1464148800,28.4,-16.8736,145.7458,2.22
1464152400,28.2,-16.8736,145.7458,2.22
1464163200,24.4,-16.8736,145.7458,2.22
1464166800,24.3,-16.8736,145.7458,2.22
1464170400,24.5,-16.8736,145.7458,2.22
1464174000,24.4,-16.8736,145.7458,2.22
1464098400,14.8,-27.4808,153.0389,8.13
1464102000,15.1,-27.4808,153.0389,8.13
1464105600,14.4,-27.4808,153.0389,8.13
1464109200,14.1,-27.4808,153.0389,8.13
1464112800,14.6,-27.4808,153.0389,8.13
1464116400,13.4,-27.4808,153.0389,8.13
1464120000,12.7,-27.4808,153.0389,8.13
1464123600,12.3,-27.4808,153.0389,8.13
1464127200,15.0,-27.4808,153.0389,8.13
1464130800,17.9,-27.4808,153.0389,8.13
1464134400,20.2,-27.4808,153.0389,8.13
1464138000,22.8,-27.4808,153.0389,8.13
1464141600,24.9,-27.4808,153.0389,8.13
1464145200,24.7,-27.4808,153.0389,8.13
1464148800,25.1,-27.4808,153.0389,8.13
1464152400,24.5,-27.4808,153.0389,8.13
1464156000,22.9,-27.4808,153.0389,8.13
1464159600,20.5,-27.4808,153.0389,8.13
1464163200,18.4,-27.4808,153.0389,8.13
1464166800,16.3,-27.4808,153.0389,8.13
1464170400,15.2,-27.4808,153.0389,8.13
1464174000,14.1,-27.4808,153.0389,8.13
1464177600,14.9,-27.4808,153.0389,8.13
1464181200,13.5,-27.4808,153.0389,8.13
1464098400,5.3,-42.8897,147.3278,50.5
1464102000,4.7,-42.8897,147.3278,50.5
1464105600,3.1,-42.8897,147.3278,50.5
1464109200,3.1,-42.8897,147.3278,50.5
1464112800,3.3,-42.8897,147.3278,50.5
1464116400,3.4,-42.8897,147.3278,50.5
1464120000,2.8,-42.8897,147.3278,50.5
1464123600,2.9,-42.8897,147.3278,50.5
1464127200,3.4,-42.8897,147.3278,50.5
1464130800,4.3,-42.8897,147.3278,50.5
1464134400,5.6,-42.8897,147.3278,50.5
1464138000,7.0,-42.8897,147.3278,50.5
1464141600,8.2,-42.8897,147.3278,50.5
1464145200,8.4,-42.8897,147.3278,50.5
1464148800,9.7,-42.8897,147.3278,50.5
1464152400,9.4,-42.8897,147.3278,50.5
1464156000,8.9,-42.8897,147.3278,50.5
1464159600,8.5,-42.8897,147.3278,50.5
1464163200,8.0,-42.8897,147.3278,50.5
1464166800,7.8,-42.8897,147.3278,50.5
1464170400,7.0,-42.8897,147.3278,50.5
1464174000,7.1,-42.8897,147.3278,50.5
1464177600,7.8,-42.8897,147.3278,50.5
1464181200,7.8,-42.8897,147.3278,50.5
1464192000,18.1,-23.4169,119.7989,524.0
1464195600,17.5,-23.4169,119.7989,524.0
1464199200,17.1,-23.4169,119.7989,524.0
1464202800,17.4,-23.4169,119.7989,524.0
1464206400,16.5,-23.4169,119.7989,524.0
1464210000,16.2,-23.4169,119.7989,524.0
1464213600,16.5,-23.4169,119.7989,524.0
1464217200,17.7,-23.4169,119.7989,524.0
1464220800,19.8,-23.4169,119.7989,524.0
1464224400,22.0,-23.4169,119.7989,524.0
1464228000,23.5,-23.4169,119.7989,524.0
1464231600,26.0,-23.4169,119.7989,524.0
1464235200,26.2,-23.4169,119.7989,524.0
1464238800,28.0,-23.4169,119.7989,524.0
1464242400,27.0,-23.4169,119.7989,524.0
1464246000,27.3,-23.4169,119.7989,524.0
1464249600,26.8,-23.4169,119.7989,524.0
1464253200,26.2,-23.4169,119.7989,524.0
1464256800,24.4,-23.4169,119.7989,524.0
1464260400,23.3,-23.4169,119.7989,524.0
1464264000,21.7,-23.4169,119.7989,524.0
1464267600,20.5,-23.4169,119.7989,524.0
1464271200,20.2,-23.4169,119.7989,524.0
1464274800,19.5,-23.4169,119.7989,524.0
1464192000,13.2,-31.9192,115.8728,24.9
1464195600,13.3,-31.9192,115.8728,24.9
1464199200,13.2,-31.9192,115.8728,24.9
1464202800,13.0,-31.9192,115.8728,24.9
1464206400,15.8,-31.9192,115.8728,24.9
1464210000,16.4,-31.9192,115.8728,24.9
1464213600,16.2,-31.9192,115.8728,24.9
1464217200,15.8,-31.9192,115.8728,24.9
1464220800,15.6,-31.9192,115.8728,24.9
1464224400,16.9,-31.9192,115.8728,24.9
1464228000,18.0,-31.9192,115.8728,24.9
1464231600,18.7,-31.9192,115.8728,24.9
1464235200,18.3,-31.9192,115.8728,24.9
1464238800,18.1,-31.9192,115.8728,24.9
1464242400,17.9,-31.9192,115.8728,24.9
1464246000,18.3,-31.9192,115.8728,24.9
1464249600,17.7,-31.9192,115.8728,24.9
1464253200,16.7,-31.9192,115.8728,24.9
1464256800,15.0,-31.9192,115.8728,24.9
1464260400,12.5,-31.9192,115.8728,24.9
1464264000,11.1,-31.9192,115.8728,24.9
1464267600,10.0,-31.9192,115.8728,24.9
1464271200,9.4,-31.9192,115.8728,24.9
1464274800,9.1,-31.9192,115.8728,24.9
1464184800,26.8,-12.4239,130.8925,30.4
1464188400,26.2,-12.4239,130.8925,30.4
1464192000,26.0,-12.4239,130.8925,30.4
1464195600,26.8,-12.4239,130.8925,30.4
1464199200,25.8,-12.4239,130.8925,30.4
1464202800,25.7,-12.4239,130.8925,30.4
1464206400,25.7,-12.4239,130.8925,30.4
1464210000,25.2,-12.4239,130.8925,30.4
1464213600,25.6,-12.4239,130.8925,30.4
1464217200,27.9,-12.4239,130.8925,30.4
1464220800,29.3,-12.4239,130.8925,30.4
1464224400,31.1,-12.4239,130.8925,30.4
1464228000,31.1,-12.4239,130.8925,30.4
1464231600,31.6,-12.4239,130.8925,30.4
1464235200,31.9,-12.4239,130.8925,30.4
1464238800,33.0,-12.4239,130.8925,30.4
1464242400,32.8,-12.4239,130.8925,30.4
1464246000,31.5,-12.4239,130.8925,30.4
1464249600,30.6,-12.4239,130.8925,30.4
1464253200,29.5,-12.4239,130.8925,30.4
1464256800,28.4,-12.4239,130.8925,30.4
1464260400,28.1,-12.4239,130.8925,30.4
1464264000,28.1,-12.4239,130.8925,30.4
1464267600,27.7,-12.4239,130.8925,30.4
1464271200,27.4,-12.4239,130.8925,30.4
1464184800,19.1,-23.7951,133.889,546.0
1464188400,19.7,-23.7951,133.889,546.0
1464192000,17.9,-23.7951,133.889,546.0
1464195600,17.1,-23.7951,133.889,546.0
1464199200,17.0,-23.7951,133.889,546.0
1464202800,16.6,-23.7951,133.889,546.0
1464206400,16.8,-23.7951,133.889,546.0
1464210000,16.8,-23.7951,133.889,546.0
1464213600,16.9,-23.7951,133.889,546.0
1464217200,20.5,-23.7951,133.889,546.0
1464220800,26.3,-23.7951,133.889,546.0
1464224400,28.4,-23.7951,133.889,546.0
1464228000,29.0,-23.7951,133.889,546.0
1464231600,29.9,-23.7951,133.889,546.0
1464235200,30.1,-23.7951,133.889,546.0
1464238800,31.0,-23.7951,133.889,546.0
1464242400,32.0,-23.7951,133.889,546.0
1464246000,30.4,-23.7951,133.889,546.0
1464249600,29.4,-23.7951,133.889,546.0
1464253200,24.8,-23.7951,133.889,546.0
1464256800,23.6,-23.7951,133.889,546.0
1464260400,22.3,-23.7951,133.889,546.0
1464264000,21.8,-23.7951,133.889,546.0
1464267600,20.8,-23.7951,133.889,546.0
1464271200,19.5,-23.7951,133.889,546.0
1464184800,22.2,-16.8736,145.7458,2.22
1464188400,22.1,-16.8736,145.7458,2.22
1464192000,22.1,-16.8736,145.7458,2.22
1464195600,21.6,-16.8736,145.7458,2.22
1464206400,21.7,-16.8736,145.7458,2.22
1464210000,22.0,-16.8736,145.7458,2.22
1464213600,24.1,-16.8736,145.7458,2.22
1464217200,25.5,-16.8736,145.7458,2.22
1464228000,28.9,-16.8736,145.7458,2.22
1464231600,28.8,-16.8736,145.7458,2.22
1464235200,28.9,-16.8736,145.7458,2.22
1464238800,28.1,-16.8736,145.7458,2.22
1464249600,24.3,-16.8736,145.7458,2.22
1464253200,24.3,-16.8736,145.7458,2.22
1464256800,23.7,-16.8736,145.7458,2.22
1464260400,22.5,-16.8736,145.7458,2.22
1464184800,12.1,-27.4808,153.0389,8.13
1464188400,12.3,-27.4808,153.0389,8.13
1464192000,12.2,-27.4808,153.0389,8.13
1464195600,12.2,-27.4808,153.0389,8.13
1464199200,11.1,-27.4808,153.0389,8.13
1464202800,10.6,-27.4808,153.0389,8.13
1464206400,10.1,-27.4808,153.0389,8.13
1464210000,10.0,-27.4808,153.0389,8.13
1464213600,13.5,-27.4808,153.0389,8.13
1464217200,16.9,-27.4808,153.0389,8.13
1464220800,20.0,-27.4808,153.0389,8.13
1464224400,23.7,-27.4808,153.0389,8.13
1464228000,26.5,-27.4808,153.0389,8.13
1464231600,26.5,-27.4808,153.0389,8.13
1464235200,28.0,-27.4808,153.0389,8.13
1464238800,26.5,-27.4808,153.0389,8.13
1464242400,25.4,-27.4808,153.0389,8.13
1464246000,24.6,-27.4808,153.0389,8.13
1464249600,24.5,-27.4808,153.0389,8.13
1464253200,23.9,-27.4808,153.0389,8.13
1464256800,23.0,-27.4808,153.0389,8.13
1464260400,22.9,-27.4808,153.0389,8.13
1464264000,23.1,-27.4808,153.0389,8.13
1464267600,22.8,-27.4808,153.0389,8.13
1464184800,7.6,-42.8897,147.3278,50.5
1464188400,7.7,-42.8897,147.3278,50.5
1464192000,7.8,-42.8897,147.3278,50.5
1464195600,8.5,-42.8897,147.3278,50.5
1464199200,8.3,-42.8897,147.3278,50.5
1464202800,8.3,-42.8897,147.3278,50.5
1464206400,8.4,-42.8897,147.3278,50.5
1464210000,8.7,-42.8897,147.3278,50.5
1464213600,7.7,-42.8897,147.3278,50.5
1464217200,9.2,-42.8897,147.3278,50.5
1464220800,11.6,-42.8897,147.3278,50.5
1464224400,12.0,-42.8897,147.3278,50.5
1464228000,11.4,-42.8897,147.3278,50.5
1464231600,13.0,-42.8897,147.3278,50.5
1464235200,12.5,-42.8897,147.3278,50.5
1464238800,12.1,-42.8897,147.3278,50.5
1464242400,11.6,-42.8897,147.3278,50.5
1464246000,11.3,-42.8897,147.3278,50.5
1464249600,11.0,-42.8897,147.3278,50.5
1464253200,11.0,-42.8897,147.3278,50.5
1464256800,10.8,-42.8897,147.3278,50.5
1464260400,10.7,-42.8897,147.3278,50.5
1464264000,10.7,-42.8897,147.3278,50.5
1464267600,10.5,-42.8897,147.3278,50.5
1464278400,18.7,-23.4169,119.7989,524.0
1464282000,18.1,-23.4169,119.7989,524.0
1464285600,16.7,-23.4169,119.7989,524.0
1464289200,17.0,-23.4169,119.7989,524.0
1464292800,17.4,-23.4169,119.7989,524.0
1464296400,17.6,-23.4169,119.7989,524.0
1464300000,17.3,-23.4169,119.7989,524.0
1464303600,17.3,-23.4169,119.7989,524.0
1464307200,18.2,-23.4169,119.7989,524.0
1464310800,19.2,-23.4169,119.7989,524.0
1464314400,20.8,-23.4169,119.7989,524.0
1464318000,21.5,-23.4169,119.7989,524.0
1464321600,22.7,-23.4169,119.7989,524.0
1464325200,24.2,-23.4169,119.7989,524.0
1464328800,25.6,-23.4169,119.7989,524.0
1464332400,25.6,-23.4169,119.7989,524.0
1464336000,25.6,-23.4169,119.7989,524.0
1464339600,24.7,-23.4169,119.7989,524.0
1464343200,23.8,-23.4169,119.7989,524.0
1464346800,23.3,-23.4169,119.7989,524.0
1464350400,22.8,-23.4169,119.7989,524.0
1464354000,23.0,-23.4169,119.7989,524.0
1464357600,22.6,-23.4169,119.7989,524.0
1464361200,22.2,-23.4169,119.7989,524.0
1464278400,8.9,-31.9192,115.8728,24.9
1464282000,7.9,-31.9192,115.8728,24.9
1464285600,7.6,-31.9192,115.8728,24.9
1464289200,7.2,-31.9192,115.8728,24.9
1464292800,7.6,-31.9192,115.8728,24.9
1464296400,8.6,-31.9192,115.8728,24.9
1464300000,7.9,-31.9192,115.8728,24.9
1464303600,7.3,-31.9192,115.8728,24.9
1464307200,8.7,-31.9192,115.8728,24.9
1464310800,12.6,-31.9192,115.8728,24.9
1464314400,14.8,-31.9192,115.8728,24.9
1464318000,18.3,-31.9192,115.8728,24.9
1464321600,19.1,-31.9192,115.8728,24.9
1464325200,19.2,-31.9192,115.8728,24.9
1464328800,20.4,-31.9192,115.8728,24.9
1464332400,19.9,-31.9192,115.8728,24.9
1464336000,19.6,-31.9192,115.8728,24.9
1464339600,18.0,-31.9192,115.8728,24.9
1464343200,17.1,-31.9192,115.8728,24.9
1464346800,16.3,-31.9192,115.8728,24.9
1464350400,16.2,-31.9192,115.8728,24.9
1464354000,15.8,-31.9192,115.8728,24.9
1464357600,14.1,-31.9192,115.8728,24.9
1464361200,12.9,-31.9192,115.8728,24.9
1464271200,26.0,-12.4239,130.8925,30.4
1464274800,25.9,-12.4239,130.8925,30.4
1464278400,25.4,-12.4239,130.8925,30.4
1464282000,25.0,-12.4239,130.8925,30.4
1464285600,25.1,-12.4239,130.8925,30.4
1464289200,25.1,-12.4239,130.8925,30.4
1464292800,24.3,-12.4239,130.8925,30.4
1464296400,24.2,-12.4239,130.8925,30.4
1464300000,24.6,-12.4239,130.8925,30.4
1464303600,27.9,-12.4239,130.8925,30.4
1464307200,29.2,-12.4239,130.8925,30.4
1464310800,30.5,-12.4239,130.8925,30.4
1464314400,31.9,-12.4239,130.8925,30.4
1464318000,31.7,-12.4239,130.8925,30.4
1464321600,32.0,-12.4239,130.8925,30.4
1464325200,31.5,-12.4239,130.8925,30.4
1464328800,31.3,-12.4239,130.8925,30.4
1464332400,31.3,-12.4239,130.8925,30.4
1464336000,30.4,-12.4239,130.8925,30.4
1464339600,29.2,-12.4239,130.8925,30.4
1464343200,28.5,-12.4239,130.8925,30.4
1464346800,28.2,-12.4239,130.8925,30.4
1464350400,28.1,-12.4239,130.8925,30.4
1464354000,27.3,-12.4239,130.8925,30.4
1464357600,26.1,-12.4239,130.8925,30.4
1464271200,18.6,-23.7951,133.889,546.0
1464274800,19.2,-23.7951,133.889,546.0
1464278400,17.9,-23.7951,133.889,546.0
1464282000,20.6,-23.7951,133.889,546.0
1464285600,19.2,-23.7951,133.889,546.0
1464289200,17.6,-23.7951,133.889,546.0
1464292800,17.7,-23.7951,133.889,546.0
1464296400,17.5,-23.7951,133.889,546.0
1464300000,17.4,-23.7951,133.889,546.0
1464303600,17.4,-23.7951,133.889,546.0
1464307200,17.5,-23.7951,133.889,546.0
1464310800,18.7,-23.7951,133.889,546.0
1464314400,18.9,-23.7951,133.889,546.0
1464318000,20.0,-23.7951,133.889,546.0
1464321600,20.3,-23.7951,133.889,546.0
1464325200,21.0,-23.7951,133.889,546.0
1464328800,20.9,-23.7951,133.889,546.0
1464332400,20.5,-23.7951,133.889,546.0
1464336000,19.5,-23.7951,133.889,546.0
1464339600,16.1,-23.7951,133.889,546.0
1464343200,14.8,-23.7951,133.889,546.0
1464346800,14.6,-23.7951,133.889,546.0
1464350400,14.8,-23.7951,133.889,546.0
1464354000,16.6,-23.7951,133.889,546.0
1464357600,15.7,-23.7951,133.889,546.0
1464271200,21.1,-16.8736,145.7458,2.22
1464274800,21.1,-16.8736,145.7458,2.22
1464278400,21.0,-16.8736,145.7458,2.22
1464282000,20.8,-16.8736,145.7458,2.22
1464292800,20.8,-16.8736,145.7458,2.22
1464296400,20.9,-16.8736,145.7458,2.22
1464300000,24.5,-16.8736,145.7458,2.22
1464303600,26.2,-16.8736,145.7458,2.22
1464314400,28.4,-16.8736,145.7458,2.22
1464318000,28.5,-16.8736,145.7458,2.22
1464321600,28.3,-16.8736,145.7458,2.22
1464325200,27.3,-16.8736,145.7458,2.22
1464336000,25.2,-16.8736,145.7458,2.22
1464339600,25.2,-16.8736,145.7458,2.22
1464343200,24.4,-16.8736,145.7458,2.22
1464346800,24.1,-16.8736,145.7458,2.22
1464271200,20.5,-27.4808,153.0389,8.13
1464274800,18.8,-27.4808,153.0389,8.13
1464278400,19.6,-27.4808,153.0389,8.13
1464282000,18.3,-27.4808,153.0389,8.13
1464285600,20.9,-27.4808,153.0389,8.13
1464289200,21.4,-27.4808,153.0389,8.13
1464292800,21.4,-27.4808,153.0389,8.13
1464296400,21.0,-27.4808,153.0389,8.13
1464300000,21.4,-27.4808,153.0389,8.13
1464303600,22.1,-27.4808,153.0389,8.13
1464307200,22.7,-27.4808,153.0389,8.13
1464310800,23.4,-27.4808,153.0389,8.13
1464314400,24.6,-27.4808,153.0389,8.13
1464318000,24.3,-27.4808,153.0389,8.13
1464321600,24.8,-27.4808,153.0389,8.13
1464325200,24.9,-27.4808,153.0389,8.13
1464328800,24.4,-27.4808,153.0389,8.13
1464332400,22.9,-27.4808,153.0389,8.13
1464336000,21.9,-27.4808,153.0389,8.13
1464339600,20.8,-27.4808,153.0389,8.13
1464343200,19.9,-27.4808,153.0389,8.13
1464346800,19.0,-27.4808,153.0389,8.13
1464350400,18.2,-27.4808,153.0389,8.13
1464354000,17.4,-27.4808,153.0389,8.13
1464271200,10.4,-42.8897,147.3278,50.5
1464274800,10.2,-42.8897,147.3278,50.5
1464278400,10.2,-42.8897,147.3278,50.5
1464282000,10.3,-42.8897,147.3278,50.5
1464285600,10.4,-42.8897,147.3278,50.5
1464289200,10.5,-42.8897,147.3278,50.5
1464292800,10.1,-42.8897,147.3278,50.5
1464296400,9.9,-42.8897,147.3278,50.5
1464300000,10.1,-42.8897,147.3278,50.5
1464303600,10.0,-42.8897,147.3278,50.5
1464307200,10.7,-42.8897,147.3278,50.5
1464310800,10.4,-42.8897,147.3278,50.5
1464314400,11.2,-42.8897,147.3278,50.5
1464318000,10.9,-42.8897,147.3278,50.5
1464321600,11.5,-42.8897,147.3278,50.5
1464325200,11.9,-42.8897,147.3278,50.5
1464328800,11.4,-42.8897,147.3278,50.5
1464332400,10.4,-42.8897,147.3278,50.5
1464336000,10.4,-42.8897,147.3278,50.5
1464339600,10.5,-42.8897,147.3278,50.5
1464343200,9.6,-42.8897,147.3278,50.5
1464346800,8.9,-42.8897,147.3278,50.5
1464350400,8.7,-42.8897,147.3278,50.5
1464354000,8.1,-42.8897,147.3278,50.5
1464364800,21.6,-23.4169,119.7989,524.0
1464368400,21.1,-23.4169,119.7989,524.0
1464372000,19.8,-23.4169,119.7989,524.0
1464375600,17.9,-23.4169,119.7989,524.0
1464379200,16.8,-23.4169,119.7989,524.0
1464382800,15.8,-23.4169,119.7989,524.0
1464386400,15.2,-23.4169,119.7989,524.0
1464390000,16.1,-23.4169,119.7989,524.0
1464393600,18.1,-23.4169,119.7989,524.0
1464397200,21.3,-23.4169,119.7989,524.0
1464400800,22.4,-23.4169,119.7989,524.0
1464404400,24.4,-23.4169,119.7989,524.0
1464408000,25.9,-23.4169,119.7989,524.0
1464411600,27.5,-23.4169,119.7989,524.0
1464415200,28.4,-23.4169,119.7989,524.0
1464418800,28.2,-23.4169,119.7989,524.0
1464422400,28.7,-23.4169,119.7989,524.0
1464426000,27.1,-23.4169,119.7989,524.0
1464429600,25.3,-23.4169,119.7989,524.0
1464433200,24.0,-23.4169,119.7989,524.0
1464436800,22.7,-23.4169,119.7989,524.0
1464440400,20.7,-23.4169,119.7989,524.0
1464444000,19.2,-23.4169,119.7989,524.0
1464447600,19.6,-23.4169,119.7989,524.0
1464364800,13.3,-31.9192,115.8728,24.9
1464368400,12.9,-31.9192,115.8728,24.9
1464372000,13.4,-31.9192,115.8728,24.9
1464375600,14.2,-31.9192,115.8728,24.9
1464379200,13.3,-31.9192,115.8728,24.9
1464382800,15.8,-31.9192,115.8728,24.9
1464386400,15.9,-31.9192,115.8728,24.9
1464390000,16.4,-31.9192,115.8728,24.9
