valid_start,value,lat,long,ele
1479304800,19.7,-23.4169,119.7989,524.0
1479308400,19.7,-23.4169,119.7989,524.0
1479225600,20.1,-31.9192,115.8728,24.9
1479229200,19.8,-31.9192,115.8728,24.9
1479232800,20.0,-31.9192,115.8728,24.9
1479236400,19.4,-31.9192,115.8728,24.9
1479240000,18.8,-31.9192,115.8728,24.9
1479243600,18.6,-31.9192,115.8728,24.9
1479247200,18.9,-31.9192,115.8728,24.9
1479250800,19.9,-31.9192,115.8728,24.9
1479254400,20.1,-31.9192,115.8728,24.9
1479258000,20.5,-31.9192,115.8728,24.9
1479261600,17.400000000000002,-31.9192,115.8728,24.9
1479265200,18.7,-31.9192,115.8728,24.9
1479268800,18.5,-31.9192,115.8728,24.9
1479272400,20.1,-31.9192,115.8728,24.9
1479276000,20.7,-31.9192,115.8728,24.9
1479279600,19.6,-31.9192,115.8728,24.9
1479283200,19.0,-31.9192,115.8728,24.9
1479286800,18.0,-31.9192,115.8728,24.9
1479290400,17.3,-31.9192,115.8728,24.9
1479294000,17.1,-31.9192,115.8728,24.9
1479297600,16.3,-31.9192,115.8728,24.9
1479301200,16.2,-31.9192,115.8728,24.9
1479304800,15.4,-31.9192,115.8728,24.9
1479308400,14.6,-31.9192,115.8728,24.9
1479218400,28.4,-12.4239,130.8925,30.4
1479222000,28.5,-12.4239,130.8925,30.4
1479225600,27.7,-12.4239,130.8925,30.4
1479229200,26.8,-12.4239,130.8925,30.4
1479232800,26.5,-12.4239,130.8925,30.4
1479236400,26.1,-12.4239,130.8925,30.4
1479240000,25.9,-12.4239,130.8925,30.4
1479243600,26.0,-12.4239,130.8925,30.4
1479247200,29.6,-12.4239,130.8925,30.4
1479250800,30.6,-12.4239,130.8925,30.4
1479254400,31.3,-12.4239,130.8925,30.4
1479258000,32.8,-12.4239,130.8925,30.4
1479261600,33.1,-12.4239,130.8925,30.4
1479265200,33.9,-12.4239,130.8925,30.4
1479268800,33.9,-12.4239,130.8925,30.4
1479272400,34.300000000000004,-12.4239,130.8925,30.4
1479276000,32.9,-12.4239,130.8925,30.4
1479279600,32.3,-12.4239,130.8925,30.4
1479283200,31.6,-12.4239,130.8925,30.4
1479286800,31.2,-12.4239,130.8925,30.4
1479290400,30.1,-12.4239,130.8925,30.4
1479294000,29.8,-12.4239,130.8925,30.4
1479297600,29.8,-12.4239,130.8925,30.4
1479301200,29.4,-12.4239,130.8925,30.4
1479304800,28.9,-12.4239,130.8925,30.4
1479218400,17.6,-23.7951,133.889,546.0
1479222000,15.9,-23.7951,133.889,546.0
1479225600,15.0,-23.7951,133.889,546.0
1479229200,13.7,-23.7951,133.889,546.0
1479232800,13.8,-23.7951,133.889,546.0
1479236400,12.7,-23.7951,133.889,546.0
1479240000,12.2,-23.7951,133.889,546.0
1479243600,15.8,-23.7951,133.889,546.0
1479247200,22.1,-23.7951,133.889,546.0
1479250800,24.9,-23.7951,133.889,546.0
1479254400,28.0,-23.7951,133.889,546.0
1479258000,29.7,-23.7951,133.889,546.0
1479261600,30.1,-23.7951,133.889,546.0
1479265200,31.9,-23.7951,133.889,546.0
1479268800,32.2,-23.7951,133.889,546.0
1479272400,33.8,-23.7951,133.889,546.0
1479276000,33.9,-23.7951,133.889,546.0
1479279600,33.9,-23.7951,133.889,546.0
1479283200,32.7,-23.7951,133.889,546.0
1479286800,31.6,-23.7951,133.889,546.0
1479290400,28.2,-23.7951,133.889,546.0
1479294000,27.0,-23.7951,133.889,546.0
1479297600,24.8,-23.7951,133.889,546.0
1479301200,23.2,-23.7951,133.889,546.0
1479304800,21.5,-23.7951,133.889,546.0
1479218400,22.3,-16.8736,145.7458,2.22
1479222000,22.3,-16.8736,145.7458,2.22
1479225600,22.2,-16.8736,145.7458,2.22
1479229200,20.7,-16.8736,145.7458,2.22
1479232800,20.1,-16.8736,145.7458,2.22
1479236400,20.3,-16.8736,145.7458,2.22
1479240000,20.2,-16.8736,145.7458,2.22
1479243600,22.5,-16.8736,145.7458,2.22
1479247200,27.1,-16.8736,145.7458,2.22
1479250800,29.7,-16.8736,145.7458,2.22
1479254400,30.0,-16.8736,145.7458,2.22
1479258000,30.8,-16.8736,145.7458,2.22
1479261600,31.6,-16.8736,145.7458,2.22
1479265200,31.3,-16.8736,145.7458,2.22
1479268800,30.8,-16.8736,145.7458,2.22
1479272400,31.1,-16.8736,145.7458,2.22
1479276000,29.7,-16.8736,145.7458,2.22
1479279600,28.6,-16.8736,145.7458,2.22
1479283200,27.2,-16.8736,145.7458,2.22
1479286800,26.5,-16.8736,145.7458,2.22
1479290400,26.3,-16.8736,145.7458,2.22
1479294000,25.4,-16.8736,145.7458,2.22
1479297600,24.8,-16.8736,145.7458,2.22
1479301200,24.6,-16.8736,145.7458,2.22
1479218400,17.400000000000002,-27.4808,153.0389,8.13
1479222000,18.1,-27.4808,153.0389,8.13
1479225600,18.2,-27.4808,153.0389,8.13
1479229200,17.900000000000006,-27.4808,153.0389,8.13
1479232800,17.3,-27.4808,153.0389,8.13
1479236400,17.2,-27.4808,153.0389,8.13
1479240000,18.7,-27.4808,153.0389,8.13
1479243600,21.0,-27.4808,153.0389,8.13
1479247200,23.5,-27.4808,153.0389,8.13
1479250800,24.9,-27.4808,153.0389,8.13
1479254400,27.0,-27.4808,153.0389,8.13
1479258000,26.9,-27.4808,153.0389,8.13
1479261600,27.0,-27.4808,153.0389,8.13
1479265200,26.8,-27.4808,153.0389,8.13
1479268800,27.1,-27.4808,153.0389,8.13
1479272400,26.0,-27.4808,153.0389,8.13
1479276000,26.2,-27.4808,153.0389,8.13
1479279600,24.9,-27.4808,153.0389,8.13
1479283200,23.5,-27.4808,153.0389,8.13
1479286800,22.8,-27.4808,153.0389,8.13
1479290400,22.3,-27.4808,153.0389,8.13
1479294000,21.7,-27.4808,153.0389,8.13
1479297600,20.6,-27.4808,153.0389,8.13
1479301200,19.3,-27.4808,153.0389,8.13
1479218400,13.8,-42.8897,147.3278,50.5
1479222000,13.6,-42.8897,147.3278,50.5
1479225600,13.4,-42.8897,147.3278,50.5
1479229200,13.2,-42.8897,147.3278,50.5
1479232800,13.0,-42.8897,147.3278,50.5
1479236400,12.5,-42.8897,147.3278,50.5
1479240000,13.0,-42.8897,147.3278,50.5
1479243600,13.8,-42.8897,147.3278,50.5
1479247200,13.0,-42.8897,147.3278,50.5
1479250800,13.1,-42.8897,147.3278,50.5
1479254400,13.7,-42.8897,147.3278,50.5
1479258000,14.9,-42.8897,147.3278,50.5
1479261600,15.4,-42.8897,147.3278,50.5
1479265200,15.5,-42.8897,147.3278,50.5
1479268800,16.0,-42.8897,147.3278,50.5
1479272400,16.1,-42.8897,147.3278,50.5
1479276000,15.6,-42.8897,147.3278,50.5
1479279600,14.6,-42.8897,147.3278,50.5
1479283200,13.7,-42.8897,147.3278,50.5
1479286800,12.9,-42.8897,147.3278,50.5
1479290400,12.1,-42.8897,147.3278,50.5
1479294000,11.6,-42.8897,147.3278,50.5
1479297600,11.0,-42.8897,147.3278,50.5
1479301200,10.5,-42.8897,147.3278,50.5
1479312000,20.0,-23.4169,119.7989,524.0
1479315600,20.4,-23.4169,119.7989,524.0
1479319200,20.3,-23.4169,119.7989,524.0
1479322800,20.6,-23.4169,119.7989,524.0
1479326400,20.3,-23.4169,119.7989,524.0
1479330000,19.8,-23.4169,119.7989,524.0
1479333600,19.8,-23.4169,119.7989,524.0
1479337200,21.6,-23.4169,119.7989,524.0
1479340800,22.8,-23.4169,119.7989,524.0
1479344400,25.0,-23.4169,119.7989,524.0
1479348000,26.6,-23.4169,119.7989,524.0
1479351600,28.6,-23.4169,119.7989,524.0
1479355200,29.7,-23.4169,119.7989,524.0
1479358800,30.9,-23.4169,119.7989,524.0
1479362400,31.3,-23.4169,119.7989,524.0
1479366000,34.0,-23.4169,119.7989,524.0
1479369600,33.2,-23.4169,119.7989,524.0
1479373200,33.5,-23.4169,119.7989,524.0
1479376800,32.1,-23.4169,119.7989,524.0
1479380400,30.3,-23.4169,119.7989,524.0
1479384000,28.8,-23.4169,119.7989,524.0
1479387600,26.5,-23.4169,119.7989,524.0
1479391200,25.9,-23.4169,119.7989,524.0
1479394800,23.8,-23.4169,119.7989,524.0
1479312000,14.4,-31.9192,115.8728,24.9
1479315600,13.5,-31.9192,115.8728,24.9
1479319200,12.6,-31.9192,115.8728,24.9
1479322800,12.2,-31.9192,115.8728,24.9
1479326400,11.4,-31.9192,115.8728,24.9
1479330000,11.0,-31.9192,115.8728,24.9
1479333600,11.8,-31.9192,115.8728,24.9
1479337200,14.1,-31.9192,115.8728,24.9
1479340800,15.9,-31.9192,115.8728,24.9
1479344400,17.400000000000002,-31.9192,115.8728,24.9
1479348000,18.5,-31.9192,115.8728,24.9
1479351600,19.4,-31.9192,115.8728,24.9
1479355200,19.7,-31.9192,115.8728,24.9
1479358800,21.3,-31.9192,115.8728,24.9
1479362400,20.0,-31.9192,115.8728,24.9
1479366000,20.1,-31.9192,115.8728,24.9
1479369600,20.2,-31.9192,115.8728,24.9
1479373200,18.7,-31.9192,115.8728,24.9
1479376800,17.900000000000006,-31.9192,115.8728,24.9
1479380400,16.6,-31.9192,115.8728,24.9
1479384000,16.2,-31.9192,115.8728,24.9
1479387600,15.9,-31.9192,115.8728,24.9
1479391200,15.3,-31.9192,115.8728,24.9
1479394800,14.7,-31.9192,115.8728,24.9
1479304800,28.7,-12.4239,130.8925,30.4
1479308400,29.0,-12.4239,130.8925,30.4
1479312000,27.0,-12.4239,130.8925,30.4
1479315600,26.8,-12.4239,130.8925,30.4
1479319200,27.1,-12.4239,130.8925,30.4
1479322800,26.9,-12.4239,130.8925,30.4
1479326400,26.6,-12.4239,130.8925,30.4
1479330000,26.5,-12.4239,130.8925,30.4
1479333600,28.9,-12.4239,130.8925,30.4
1479337200,31.0,-12.4239,130.8925,30.4
1479340800,31.8,-12.4239,130.8925,30.4
1479344400,31.1,-12.4239,130.8925,30.4
1479348000,31.5,-12.4239,130.8925,30.4
1479351600,32.8,-12.4239,130.8925,30.4
1479355200,34.2,-12.4239,130.8925,30.4
1479358800,30.8,-12.4239,130.8925,30.4
1479362400,33.1,-12.4239,130.8925,30.4
1479366000,31.0,-12.4239,130.8925,30.4
1479369600,32.1,-12.4239,130.8925,30.4
1479373200,31.9,-12.4239,130.8925,30.4
1479376800,31.3,-12.4239,130.8925,30.4
1479380400,29.3,-12.4239,130.8925,30.4
1479384000,29.4,-12.4239,130.8925,30.4
1479387600,28.5,-12.4239,130.8925,30.4
1479391200,25.2,-12.4239,130.8925,30.4
1479304800,19.8,-23.7951,133.889,546.0
1479308400,19.9,-23.7951,133.889,546.0
1479312000,20.6,-23.7951,133.889,546.0
1479315600,19.8,-23.7951,133.889,546.0
1479319200,16.5,-23.7951,133.889,546.0
1479322800,16.0,-23.7951,133.889,546.0
1479326400,15.1,-23.7951,133.889,546.0
1479330000,18.8,-23.7951,133.889,546.0
1479333600,26.3,-23.7951,133.889,546.0
1479337200,29.6,-23.7951,133.889,546.0
1479340800,32.2,-23.7951,133.889,546.0
1479344400,32.8,-23.7951,133.889,546.0
1479348000,34.2,-23.7951,133.889,546.0
1479351600,35.2,-23.7951,133.889,546.0
1479355200,34.7,-23.7951,133.889,546.0
1479358800,35.6,-23.7951,133.889,546.0
1479362400,36.0,-23.7951,133.889,546.0
1479366000,36.7,-23.7951,133.889,546.0
1479369600,35.9,-23.7951,133.889,546.0
1479373200,34.1,-23.7951,133.889,546.0
1479376800,31.0,-23.7951,133.889,546.0
1479380400,27.8,-23.7951,133.889,546.0
1479384000,26.3,-23.7951,133.889,546.0
1479387600,24.9,-23.7951,133.889,546.0
1479391200,22.5,-23.7951,133.889,546.0
1479304800,24.7,-16.8736,145.7458,2.22
1479308400,24.3,-16.8736,145.7458,2.22
1479312000,23.9,-16.8736,145.7458,2.22
1479315600,24.0,-16.8736,145.7458,2.22
1479319200,24.0,-16.8736,145.7458,2.22
1479322800,24.1,-16.8736,145.7458,2.22
1479326400,24.4,-16.8736,145.7458,2.22
1479330000,25.1,-16.8736,145.7458,2.22
1479333600,27.0,-16.8736,145.7458,2.22
1479337200,29.0,-16.8736,145.7458,2.22
1479340800,30.5,-16.8736,145.7458,2.22
1479344400,30.7,-16.8736,145.7458,2.22
1479348000,30.8,-16.8736,145.7458,2.22
1479351600,31.2,-16.8736,145.7458,2.22
1479355200,31.2,-16.8736,145.7458,2.22
1479358800,30.9,-16.8736,145.7458,2.22
1479362400,29.2,-16.8736,145.7458,2.22
1479366000,28.7,-16.8736,145.7458,2.22
1479369600,27.0,-16.8736,145.7458,2.22
1479373200,26.3,-16.8736,145.7458,2.22
1479376800,25.7,-16.8736,145.7458,2.22
1479380400,25.0,-16.8736,145.7458,2.22
1479384000,24.7,-16.8736,145.7458,2.22
1479387600,24.7,-16.8736,145.7458,2.22
1479304800,19.3,-27.4808,153.0389,8.13
1479308400,18.6,-27.4808,153.0389,8.13
1479312000,18.0,-27.4808,153.0389,8.13
1479315600,18.5,-27.4808,153.0389,8.13
1479319200,18.6,-27.4808,153.0389,8.13
1479322800,19.0,-27.4808,153.0389,8.13
1479326400,19.8,-27.4808,153.0389,8.13
1479330000,20.5,-27.4808,153.0389,8.13
1479333600,24.1,-27.4808,153.0389,8.13
1479337200,24.4,-27.4808,153.0389,8.13
1479340800,27.1,-27.4808,153.0389,8.13
1479344400,26.5,-27.4808,153.0389,8.13
1479348000,26.1,-27.4808,153.0389,8.13
1479351600,27.8,-27.4808,153.0389,8.13
1479355200,25.6,-27.4808,153.0389,8.13
1479358800,25.5,-27.4808,153.0389,8.13
1479362400,24.7,-27.4808,153.0389,8.13
1479366000,23.5,-27.4808,153.0389,8.13
1479369600,22.3,-27.4808,153.0389,8.13
1479373200,21.4,-27.4808,153.0389,8.13
1479376800,21.4,-27.4808,153.0389,8.13
1479380400,20.4,-27.4808,153.0389,8.13
1479384000,19.2,-27.4808,153.0389,8.13
1479387600,18.6,-27.4808,153.0389,8.13
1479304800,10.5,-42.8897,147.3278,50.5
1479308400,10.4,-42.8897,147.3278,50.5
1479312000,11.0,-42.8897,147.3278,50.5
1479315600,11.2,-42.8897,147.3278,50.5
1479319200,11.2,-42.8897,147.3278,50.5
1479322800,12.0,-42.8897,147.3278,50.5
1479326400,13.2,-42.8897,147.3278,50.5
1479330000,15.6,-42.8897,147.3278,50.5
1479333600,18.2,-42.8897,147.3278,50.5
1479337200,20.0,-42.8897,147.3278,50.5
1479340800,22.5,-42.8897,147.3278,50.5
1479344400,25.0,-42.8897,147.3278,50.5
1479348000,28.2,-42.8897,147.3278,50.5
1479351600,28.1,-42.8897,147.3278,50.5
1479355200,28.0,-42.8897,147.3278,50.5
1479358800,28.8,-42.8897,147.3278,50.5
1479362400,28.7,-42.8897,147.3278,50.5
1479366000,28.4,-42.8897,147.3278,50.5
1479369600,26.4,-42.8897,147.3278,50.5
1479373200,26.2,-42.8897,147.3278,50.5
1479376800,25.9,-42.8897,147.3278,50.5
1479380400,24.6,-42.8897,147.3278,50.5
1479384000,22.9,-42.8897,147.3278,50.5
1479387600,20.1,-42.8897,147.3278,50.5
1479398400,22.0,-23.4169,119.7989,524.0
1479402000,21.2,-23.4169,119.7989,524.0
1479405600,20.3,-23.4169,119.7989,524.0
1479409200,19.6,-23.4169,119.7989,524.0
1479412800,18.2,-23.4169,119.7989,524.0
1479416400,17.3,-23.4169,119.7989,524.0
1479420000,21.0,-23.4169,119.7989,524.0
1479423600,25.9,-23.4169,119.7989,524.0
1479427200,27.7,-23.4169,119.7989,524.0
1479430800,29.8,-23.4169,119.7989,524.0
1479434400,32.3,-23.4169,119.7989,524.0
1479438000,34.1,-23.4169,119.7989,524.0
1479441600,34.2,-23.4169,119.7989,524.0
1479445200,34.800000000000004,-23.4169,119.7989,524.0
1479448800,37.0,-23.4169,119.7989,524.0
1479452400,35.30000000000001,-23.4169,119.7989,524.0
1479456000,36.3,-23.4169,119.7989,524.0
1479459600,35.7,-23.4169,119.7989,524.0
1479463200,35.2,-23.4169,119.7989,524.0
1479466800,33.3,-23.4169,119.7989,524.0
1479470400,31.5,-23.4169,119.7989,524.0
1479474000,31.1,-23.4169,119.7989,524.0
1479477600,30.5,-23.4169,119.7989,524.0
1479481200,29.4,-23.4169,119.7989,524.0
1479398400,14.1,-31.9192,115.8728,24.9
1479402000,13.4,-31.9192,115.8728,24.9
1479405600,13.2,-31.9192,115.8728,24.9
1479409200,12.5,-31.9192,115.8728,24.9
1479412800,11.8,-31.9192,115.8728,24.9
1479416400,10.3,-31.9192,115.8728,24.9
1479420000,10.9,-31.9192,115.8728,24.9
1479423600,15.9,-31.9192,115.8728,24.9
1479427200,18.8,-31.9192,115.8728,24.9
1479430800,21.3,-31.9192,115.8728,24.9
1479434400,24.8,-31.9192,115.8728,24.9
1479438000,26.3,-31.9192,115.8728,24.9
1479441600,26.9,-31.9192,115.8728,24.9
1479445200,28.3,-31.9192,115.8728,24.9
1479448800,28.4,-31.9192,115.8728,24.9
1479452400,26.8,-31.9192,115.8728,24.9
1479456000,26.3,-31.9192,115.8728,24.9
1479459600,24.9,-31.9192,115.8728,24.9
1479463200,23.5,-31.9192,115.8728,24.9
1479466800,21.8,-31.9192,115.8728,24.9
1479470400,20.5,-31.9192,115.8728,24.9
1479474000,19.7,-31.9192,115.8728,24.9
1479477600,19.0,-31.9192,115.8728,24.9
1479481200,18.1,-31.9192,115.8728,24.9
1479391200,25.7,-12.4239,130.8925,30.4
1479394800,26.1,-12.4239,130.8925,30.4
1479398400,26.1,-12.4239,130.8925,30.4
1479402000,24.9,-12.4239,130.8925,30.4
1479405600,22.6,-12.4239,130.8925,30.4
1479409200,23.7,-12.4239,130.8925,30.4
1479412800,22.9,-12.4239,130.8925,30.4
1479416400,23.8,-12.4239,130.8925,30.4
1479420000,26.0,-12.4239,130.8925,30.4
1479423600,28.7,-12.4239,130.8925,30.4
1479427200,30.3,-12.4239,130.8925,30.4
1479430800,31.4,-12.4239,130.8925,30.4
1479434400,32.1,-12.4239,130.8925,30.4
1479438000,32.8,-12.4239,130.8925,30.4
1479441600,33.6,-12.4239,130.8925,30.4
1479445200,33.3,-12.4239,130.8925,30.4
1479448800,33.4,-12.4239,130.8925,30.4
1479452400,33.4,-12.4239,130.8925,30.4
1479456000,32.6,-12.4239,130.8925,30.4
1479459600,31.1,-12.4239,130.8925,30.4
1479463200,30.1,-12.4239,130.8925,30.4
1479466800,28.8,-12.4239,130.8925,30.4
1479470400,30.1,-12.4239,130.8925,30.4
1479474000,24.5,-12.4239,130.8925,30.4
1479477600,25.8,-12.4239,130.8925,30.4
1479391200,22.9,-23.7951,133.889,546.0
1479394800,23.6,-23.7951,133.889,546.0
1479398400,23.1,-23.7951,133.889,546.0
1479402000,25.4,-23.7951,133.889,546.0
1479405600,22.5,-23.7951,133.889,546.0
1479409200,23.2,-23.7951,133.889,546.0
1479412800,22.0,-23.7951,133.889,546.0
1479416400,23.8,-23.7951,133.889,546.0
1479420000,26.7,-23.7951,133.889,546.0
1479423600,29.5,-23.7951,133.889,546.0
1479427200,32.1,-23.7951,133.889,546.0
1479430800,32.7,-23.7951,133.889,546.0
1479434400,35.7,-23.7951,133.889,546.0
1479438000,36.6,-23.7951,133.889,546.0
1479441600,35.7,-23.7951,133.889,546.0
1479445200,36.6,-23.7951,133.889,546.0
1479448800,34.9,-23.7951,133.889,546.0
1479452400,35.6,-23.7951,133.889,546.0
1479456000,35.30000000000001,-23.7951,133.889,546.0
1479459600,33.1,-23.7951,133.889,546.0
1479463200,30.1,-23.7951,133.889,546.0
1479466800,29.0,-23.7951,133.889,546.0
1479470400,26.8,-23.7951,133.889,546.0
1479474000,23.7,-23.7951,133.889,546.0
1479477600,25.5,-23.7951,133.889,546.0
1479391200,24.9,-16.8736,145.7458,2.22
1479394800,24.4,-16.8736,145.7458,2.22
1479398400,24.2,-16.8736,145.7458,2.22
1479402000,24.1,-16.8736,145.7458,2.22
1479405600,24.0,-16.8736,145.7458,2.22
1479409200,23.9,-16.8736,145.7458,2.22
1479412800,23.9,-16.8736,145.7458,2.22
1479416400,25.3,-16.8736,145.7458,2.22
1479420000,27.2,-16.8736,145.7458,2.22
1479423600,28.9,-16.8736,145.7458,2.22
1479427200,29.5,-16.8736,145.7458,2.22
1479430800,30.4,-16.8736,145.7458,2.22
1479434400,30.6,-16.8736,145.7458,2.22
1479438000,30.1,-16.8736,145.7458,2.22
1479441600,29.7,-16.8736,145.7458,2.22
1479445200,28.7,-16.8736,145.7458,2.22
1479448800,28.1,-16.8736,145.7458,2.22
1479452400,28.3,-16.8736,145.7458,2.22
1479456000,26.4,-16.8736,145.7458,2.22
1479459600,25.4,-16.8736,145.7458,2.22
1479463200,24.8,-16.8736,145.7458,2.22
1479466800,24.2,-16.8736,145.7458,2.22
1479470400,24.0,-16.8736,145.7458,2.22
1479474000,23.8,-16.8736,145.7458,2.22
1479391200,20.1,-27.4808,153.0389,8.13
1479394800,20.4,-27.4808,153.0389,8.13
1479398400,20.5,-27.4808,153.0389,8.13
1479402000,20.2,-27.4808,153.0389,8.13
1479405600,18.7,-27.4808,153.0389,8.13
1479409200,17.5,-27.4808,153.0389,8.13
1479412800,20.6,-27.4808,153.0389,8.13
1479416400,22.1,-27.4808,153.0389,8.13
1479420000,22.5,-27.4808,153.0389,8.13
1479423600,24.2,-27.4808,153.0389,8.13
1479427200,24.8,-27.4808,153.0389,8.13
1479430800,25.2,-27.4808,153.0389,8.13
1479434400,25.5,-27.4808,153.0389,8.13
1479438000,27.1,-27.4808,153.0389,8.13
1479441600,26.1,-27.4808,153.0389,8.13
1479445200,25.2,-27.4808,153.0389,8.13
1479448800,25.4,-27.4808,153.0389,8.13
1479452400,24.2,-27.4808,153.0389,8.13
1479456000,22.6,-27.4808,153.0389,8.13
1479459600,22.0,-27.4808,153.0389,8.13
1479463200,21.6,-27.4808,153.0389,8.13
1479466800,21.3,-27.4808,153.0389,8.13
1479470400,20.6,-27.4808,153.0389,8.13
1479474000,20.6,-27.4808,153.0389,8.13
1479391200,17.900000000000006,-42.8897,147.3278,50.5
1479394800,16.8,-42.8897,147.3278,50.5
1479398400,15.6,-42.8897,147.3278,50.5
1479402000,13.8,-42.8897,147.3278,50.5
1479405600,13.2,-42.8897,147.3278,50.5
1479409200,12.5,-42.8897,147.3278,50.5
1479412800,14.2,-42.8897,147.3278,50.5
1479416400,14.5,-42.8897,147.3278,50.5
1479420000,15.4,-42.8897,147.3278,50.5
1479423600,17.0,-42.8897,147.3278,50.5
1479427200,18.4,-42.8897,147.3278,50.5
1479430800,19.1,-42.8897,147.3278,50.5
1479434400,20.1,-42.8897,147.3278,50.5
1479438000,20.6,-42.8897,147.3278,50.5
1479441600,20.4,-42.8897,147.3278,50.5
1479445200,20.4,-42.8897,147.3278,50.5
1479448800,20.1,-42.8897,147.3278,50.5
1479452400,19.4,-42.8897,147.3278,50.5
1479456000,17.5,-42.8897,147.3278,50.5
1479459600,16.1,-42.8897,147.3278,50.5
1479463200,14.8,-42.8897,147.3278,50.5
1479466800,13.8,-42.8897,147.3278,50.5
1479470400,13.4,-42.8897,147.3278,50.5
1479474000,13.2,-42.8897,147.3278,50.5
1479484800,28.4,-23.4169,119.7989,524.0
1479488400,27.2,-23.4169,119.7989,524.0
1479492000,26.1,-23.4169,119.7989,524.0
1479495600,24.9,-23.4169,119.7989,524.0
1479499200,23.7,-23.4169,119.7989,524.0
1479502800,22.7,-23.4169,119.7989,524.0
1479506400,23.9,-23.4169,119.7989,524.0
1479510000,26.0,-23.4169,119.7989,524.0
1479513600,28.0,-23.4169,119.7989,524.0
1479517200,29.7,-23.4169,119.7989,524.0
1479520800,32.0,-23.4169,119.7989,524.0
1479524400,33.5,-23.4169,119.7989,524.0
1479528000,35.30000000000001,-23.4169,119.7989,524.0
1479531600,36.4,-23.4169,119.7989,524.0
1479535200,37.5,-23.4169,119.7989,524.0
1479538800,37.3,-23.4169,119.7989,524.0
1479542400,37.3,-23.4169,119.7989,524.0
1479546000,37.5,-23.4169,119.7989,524.0
1479549600,36.8,-23.4169,119.7989,524.0
1479553200,35.1,-23.4169,119.7989,524.0
1479556800,32.7,-23.4169,119.7989,524.0
1479560400,30.8,-23.4169,119.7989,524.0
1479564000,29.3,-23.4169,119.7989,524.0
1479567600,28.2,-23.4169,119.7989,524.0
1479484800,17.400000000000002,-31.9192,115.8728,24.9
1479488400,16.9,-31.9192,115.8728,24.9
1479492000,15.7,-31.9192,115.8728,24.9
1479495600,13.9,-31.9192,115.8728,24.9
1479499200,12.8,-31.9192,115.8728,24.9
1479502800,12.1,-31.9192,115.8728,24.9
1479506400,13.2,-31.9192,115.8728,24.9
1479510000,18.1,-31.9192,115.8728,24.9
1479513600,20.2,-31.9192,115.8728,24.9
1479517200,22.3,-31.9192,115.8728,24.9
1479520800,24.7,-31.9192,115.8728,24.9
1479524400,24.7,-31.9192,115.8728,24.9
1479528000,23.9,-31.9192,115.8728,24.9
1479531600,23.3,-31.9192,115.8728,24.9
1479535200,22.8,-31.9192,115.8728,24.9
1479538800,23.2,-31.9192,115.8728,24.9
1479542400,21.7,-31.9192,115.8728,24.9
1479546000,21.5,-31.9192,115.8728,24.9
1479549600,19.8,-31.9192,115.8728,24.9
1479553200,18.4,-31.9192,115.8728,24.9
1479556800,18.2,-31.9192,115.8728,24.9
1479560400,18.3,-31.9192,115.8728,24.9
1479564000,18.3,-31.9192,115.8728,24.9
1479567600,18.0,-31.9192,115.8728,24.9
1479477600,25.6,-12.4239,130.8925,30.4
1479481200,25.5,-12.4239,130.8925,30.4
1479484800,25.6,-12.4239,130.8925,30.4
1479488400,25.7,-12.4239,130.8925,30.4
1479492000,25.8,-12.4239,130.8925,30.4
1479495600,25.7,-12.4239,130.8925,30.4
1479499200,25.5,-12.4239,130.8925,30.4
1479502800,25.4,-12.4239,130.8925,30.4
1479506400,28.3,-12.4239,130.8925,30.4
1479510000,30.1,-12.4239,130.8925,30.4
1479513600,30.9,-12.4239,130.8925,30.4
1479517200,31.3,-12.4239,130.8925,30.4
1479520800,32.2,-12.4239,130.8925,30.4
1479524400,31.4,-12.4239,130.8925,30.4
1479528000,32.4,-12.4239,130.8925,30.4
1479531600,32.7,-12.4239,130.8925,30.4
1479535200,32.7,-12.4239,130.8925,30.4
1479538800,32.8,-12.4239,130.8925,30.4
1479542400,31.4,-12.4239,130.8925,30.4
1479546000,30.5,-12.4239,130.8925,30.4
1479549600,30.3,-12.4239,130.8925,30.4
1479553200,30.0,-12.4239,130.8925,30.4
1479556800,29.7,-12.4239,130.8925,30.4
1479560400,29.3,-12.4239,130.8925,30.4
1479564000,29.5,-12.4239,130.8925,30.4
1479477600,25.6,-23.7951,133.889,546.0
1479481200,25.1,-23.7951,133.889,546.0
1479484800,23.0,-23.7951,133.889,546.0
1479488400,21.2,-23.7951,133.889,546.0
1479492000,21.3,-23.7951,133.889,546.0
1479495600,19.5,-23.7951,133.889,546.0
1479499200,18.4,-23.7951,133.889,546.0
1479502800,20.8,-23.7951,133.889,546.0
1479506400,23.5,-23.7951,133.889,546.0
1479510000,25.4,-23.7951,133.889,546.0
1479513600,27.6,-23.7951,133.889,546.0
1479517200,29.1,-23.7951,133.889,546.0
1479520800,31.1,-23.7951,133.889,546.0
1479524400,32.7,-23.7951,133.889,546.0
1479528000,35.30000000000001,-23.7951,133.889,546.0
1479531600,35.7,-23.7951,133.889,546.0
1479535200,35.2,-23.7951,133.889,546.0
1479538800,34.5,-23.7951,133.889,546.0
1479542400,33.2,-23.7951,133.889,546.0
1479546000,32.6,-23.7951,133.889,546.0
1479549600,29.9,-23.7951,133.889,546.0
1479553200,28.9,-23.7951,133.889,546.0
1479556800,28.0,-23.7951,133.889,546.0
